1	0.000763	0.013779	1.002869	walking
2	0.002731	0.012802	0.999924	walking
3	0.001266	0.014679	0.998016	walking
4	0.000259	0.015625	1.004807	walking
5	0.000214	0.012848	1.001907	walking
6	0.002731	0.012802	0.999924	walking
7	0.000610	0.017426	0.997955	walking
8	0.000244	0.014725	1.005783	walking
9	0.000671	0.017471	1.004761	walking
10	0.000427	0.019241	0.996994	walking
11	0.061157	0.184830	1.315323	walking
12	0.212173	0.550064	0.393555	walking
13	0.027054	0.707382	0.820786	walking
14	0.175537	0.671890	0.769379	walking
15	0.021759	0.599304	0.890594	walking
16	0.009491	0.642273	0.841080	walking
17	0.053619	0.585037	0.801117	walking
18	0.055878	0.640533	0.762741	walking
19	0.058914	0.648041	0.747238	walking
20	0.081894	0.663910	0.743240	walking
21	0.086121	0.664627	0.775253	walking
22	0.080246	0.668320	0.766602	jumping
23	0.056671	0.668152	0.762039	jumping
24	0.209656	0.633698	0.754974	jumping
25	0.223907	0.639969	0.674210	jumping
26	0.241943	0.718674	0.778809	jumping
27	0.081451	0.650192	0.614807	jumping
28	0.111145	1.013977	1.290573	jumping
29	0.052277	0.696960	0.361954	jumping
30	0.019516	0.960037	1.456848	jumping
31	0.083878	0.757523	0.411728	jumping
32	0.053497	0.674057	0.231491	jumping
33	0.146652	1.229614	1.393326	jumping
34	0.060898	0.779434	0.405426	jumping
35	0.010864	0.502121	0.179779	jumping
36	0.143295	0.773605	0.545303	jumping
37	0.088531	0.844757	0.315369	jumping
38	0.028503	0.471115	0.047089	jumping
39	0.159271	0.862289	0.747162	jumping
40	0.111282	0.802261	0.368118	jumping
41	0.064911	0.822876	0.262955	jumping
42	0.102539	0.779404	0.813660	jumping
43	0.084991	0.779114	0.595627	jumping
44	0.051773	0.642654	0.129166	jumping
45	0.099976	1.153076	1.135117	jumping
46	0.047943	0.752121	0.476273	jumping
47	0.022308	0.655655	0.381897	jogging
48	0.026306	0.521393	0.083557	jogging
49	0.052917	0.951462	0.746414	jogging
50	0.070435	1.416870	1.302567	jogging
51	0.104889	0.963364	0.338684	jogging
52	0.027512	0.442795	0.217514	jogging
53	0.027451	0.577957	0.023865	jogging
54	0.081512	0.841980	0.548660	jogging
55	0.144714	1.288132	1.314224	jogging
56	0.046204	0.979599	0.784653	jogging
57	0.119568	0.499527	0.075195	jogging
58	0.045959	0.498871	0.075287	jogging
59	0.112671	0.915283	0.620926	jogging
60	0.000778	1.381042	1.619156	jogging
61	0.103317	0.653931	0.275406	jogging
62	0.066605	0.486740	0.091492	jogging
63	0.176392	1.085037	0.857986	jogging
64	0.118423	1.007126	0.520676	jogging
65	0.070099	0.471146	0.093231	jogging
66	0.098206	0.698486	0.454727	jogging
67	0.074600	1.135849	0.950104	jogging
68	0.036896	0.769257	0.626236	jogging
69	0.007278	0.579239	0.190308	jogging
70	0.009186	0.740906	0.574799	jogging
71	0.200943	0.931183	1.043762	jogging
72	0.183487	0.855225	0.854675	jogging
73	0.028168	0.590424	0.011047	jogging
74	0.021072	0.631271	0.136230	jogging
75	0.180969	1.091049	1.036819	jogging
76	0.103165	0.983856	0.776245	jogging
77	0.068237	0.685516	0.313065	jogging
78	0.035141	0.701996	0.164932	jogging
79	0.067017	0.748093	0.303986	running
80	0.090408	0.515991	0.259613	running
81	0.056717	0.743744	0.379883	running
82	0.171921	0.378937	0.988358	running
83	0.009476	0.412979	1.041504	running
84	0.242615	0.688385	0.211868	running
85	0.295288	0.769485	0.054260	running
86	0.323105	0.824097	0.880859	running
87	0.388107	0.852829	0.809402	running
88	0.350433	0.803711	0.814224	running
89	0.338989	0.787155	1.394424	running
90	0.164536	0.972473	1.488754	running
91	0.251221	1.248856	2.000656	running
92	0.302673	1.559952	1.071060	running
93	0.013550	1.137741	0.838455	running
94	0.022476	0.755661	0.106323	running
95	0.013397	0.284393	0.708389	running
96	0.054993	0.354279	0.521561	running
97	0.038834	0.445663	0.425613	running
98	0.007080	0.712997	0.001328	running
99	0.068970	0.855179	0.330978	running
100	0.047104	1.279175	1.884857	running
101	0.209534	1.021225	2.004013	running
102	0.081680	1.046738	1.467194	running
103	0.059479	0.955612	0.691956	jogging
104	0.161758	1.199097	1.552231	jogging
105	0.182495	1.035706	1.060562	jogging
106	0.128860	0.931915	0.864822	jogging
107	0.105392	0.805984	0.235077	jogging
108	0.031647	0.734634	0.015457	jogging
109	0.030640	0.711014	0.056488	jogging
110	0.005081	0.710861	0.064926	jogging
111	0.015457	0.732117	0.052719	jogging
112	0.016312	0.757751	0.186111	jogging
113	0.001465	0.712418	0.086716	jogging
114	0.014771	0.741272	0.175278	jogging
115	0.004288	0.756958	0.275681	jogging
116	0.026169	0.814468	0.474228	jogging
117	0.015732	0.826340	0.593033	jogging
118	0.036850	0.815613	0.578094	jogging
119	0.032944	0.834457	0.632736	jogging
120	0.024948	0.869446	0.975311	jogging
121	0.080368	0.757065	0.467178	jogging
122	0.013748	0.765869	0.202744	jogging
123	0.035446	0.806564	0.436142	jogging
124	0.067688	0.849487	0.631516	jogging
125	0.074173	0.828201	0.537918	jogging
126	0.101151	0.834549	0.577499	jogging
127	0.079849	0.801025	0.608536	stop
128	0.018692	0.787567	0.614014	stop
129	0.040131	0.779388	0.627289	stop
130	0.029266	0.774628	0.636108	stop
131	0.036911	0.768280	0.632050	stop
132	0.039795	0.768356	0.625229	stop
133	0.030899	0.767410	0.619476	stop
134	0.022568	0.781036	0.631378	stop
135	0.030334	0.779297	0.628357	stop
136	0.034027	0.772919	0.623398	stop
137	0.035248	0.777435	0.636063	stop
138	0.037979	0.775772	0.617538	stop
139	0.035843	0.770233	0.615570	stop
140	0.038071	0.776642	0.624344	stop
141	0.042130	0.783157	0.618530	stop
142	0.080841	0.805756	0.593033	stop
143	0.051849	0.776733	0.509506	stop
